model,context,dataset,id,sentence,sent_shuffle,true_label,pred_original,pred_shuffle,change_type,has_discourse_marker,has_hedging,has_causal_structure,has_contrastive,claim_premise_structure,notes
ministral-14b-latest,c1,IAM,IAM-dev-2,"Animals can suffer like humans do, so it is speciesism to experiment on them while we refrain from experimenting on humans.","on do, while humans speciesism them we experimenting so on from to can experiment suffer refrain it is Animals like humans.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-5,The Olympics force host cities to create expensive infrastructure and buildings that fall into disuse.,infrastructure into expensive create disuse. fall to force and host cities that The Olympics buildings,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-6,Free trade reduces poverty.,reduces trade poverty. Free,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-8,"“Public smoking bans seem to be tremendously effective in reducing heart attack and, theoretically, might also help to prevent lung cancer and emphysema, diseases that develop much more slowly than heart attacks.","much be heart also develop attack emphysema, tremendously lung and, help reducing slowly might that cancer heart smoking theoretically, prevent bans to and seem than to more attacks. in diseases “Public effective",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-10,Ease of access to the Internet can increase escapism in which a user uses the Internet as an escape from the perceived unpleasant or banal aspects of daily/real life.,escape the which unpleasant perceived can Internet user a Internet in banal from life. as of of uses access an daily/real the aspects increase escapism or Ease to the,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-11,The relative freedom afforded by social networking services has caused concern regarding the potential of its misuse by individual patrons.,patrons. social of by caused potential its individual networking the by concern relative regarding freedom misuse services has The afforded,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-12,"Rural communities lose human capital, particularly young adults who are attracted to education and job opportunities in urban centers.","job and capital, are particularly opportunities urban young education in attracted communities to lose centers. adults who Rural human",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-14,"The reduction in heart attacks associated with public smoking bans is a big deal,” said Steven Schroeder, M.D., director, Smoking Cessation Leadership Center University of California, San Francisco.","director, Schroeder, is Leadership Francisco. with associated a said bans of big Smoking Steven California, reduction deal,” in M.D., San attacks Center public smoking University The heart Cessation",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-172,Increasing support for abstinence-only sex education by conservative groups has been one of the primary causes of this controversy.,primary the sex has education causes this by of of been support one for controversy. conservative groups Increasing abstinence-only,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-174,"Since timing and levels of sexual activity are quite similar across [Sweden, France, Canada, Great Britain, and the US], the high U.S. rates arise primarily because of less, and possibly less-effective, contraceptive use by sexually active teenagers [ref].","[Sweden, by across use sexually possibly France, sexual because less-effective, less, of similar the levels primarily high rates and [ref]. contraceptive of Since teenagers Canada, US], and active and arise U.S. activity quite Great Britain, the timing are",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-175,Revenues from tourism could in any case be taxed in order to offset the cost of scientific research.,the offset in in any be scientific case order of from to tourism cost research. taxed Revenues could,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-177,The standards have been used in determining whether to apply the death sentence in murder cases.,whether apply in determining murder the sentence to standards have in cases. used death The been,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-181,History shows that no energy sector was developed without subsidies [ref].,developed no that without sector was subsidies energy History shows [ref].,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,IAM,IAM-dev-182,Renewable energy is just that – renewable.,energy just that is renewable. Renewable –,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,PE,PE-dev-1,"From my point of view, computers have an important and inevitable role in economic, business, and other part of societies.","societies. computers business, view, and economic, and of have in part inevitable my role point other an important From of",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-2,"Regardless of some exceptions, it is obvious that living in small towns is healthier than in big cities.","healthier is it in is that big obvious small in of towns some than cities. living Regardless exceptions,",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-3,"However, I am convinced that it is vital to follow one's own religious practices which can bring the enlightenment in mind.","in it which that follow practices can enlightenment is religious the one's I own am bring vital to However, convinced mind.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-5,"Therefore, one who has studied and lived overseas will become more eligible for the job than his/her peers.","the for studied become and overseas his/her lived more than one eligible who job peers. will Therefore, has",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-9,"Thus, dependence on computers is not a bad thing.","computers a bad is thing. on not Thus, dependence",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-10,"Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice.","take tasks week causes as two in gaining and are a important choice. account the of to more which learn reasons my working most places in the Trying skills, into",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-12,"In the second place, the revolution in females' right has brought about many benefits not only to themselves but society as well.","well. revolution second only has many to society in benefits but not brought the about the themselves females' right In place, as",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-13,"While some people believe that non-academic subjects should be completely removed, I strongly disagree with that.","should completely non-academic subjects with removed, strongly be some people disagree that. that I While believe",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-14,"Where a person lives and grow up is very important to his future life, because the environment that a person grow up, build the personality and his/her culture.","a environment to up, culture. up grow his because important personality future person the and a life, person that his/her and build is very the Where lives grow",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,PE,PE-dev-173,"When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.","our community's organized throughout improved be will the country, huge injection state remarkably. are health When campaigns",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,PE,PE-dev-177,"On the other hand, critics of this idea maintain that although the educational benefits that the Internet may yield are undeniable, there still remain certain shortcomings.","Internet educational that shortcomings. are this of although the still the yield the that remain benefits other may certain critics there idea maintain On hand, undeniable,",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,PE,PE-dev-179,"With the the tax amount for which they pay, the rich may help a vast number of students from families with poverty background to continue their studies, and earn a better quality of life.","for families with help continue earn number rich of may studies, vast their the pay, a which background With of a from the quality and poverty tax to amount better life. students the they",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,PE,PE-dev-184,"Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored.","privacies being their invade monitored. constantly cameras argue due that these Nevertheless, some to",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-14b-latest,c1,SCIARK,SCIARK-dev-1,We conclude that changes in the temperatures of the oceans are probably the cause of the changes of pre-historic atmospheric CO_2 concentration.,concentration. the that the oceans the changes atmospheric temperatures cause pre-historic of are conclude probably in of of the We changes CO_2,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,SCIARK,SCIARK-dev-2,"Private governance will not disappear, but it will be linked to emerging forms of multi-stakeholder institutions.","will linked but it multi-stakeholder to forms be governance will of institutions. disappear, emerging Private not",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,SCIARK,SCIARK-dev-3,Low social status in Turkey was connected to the level of domestic violence.,to connected status level violence. was domestic the in Turkey Low social of,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-14b-latest,c1,SCIARK,SCIARK-dev-4,Female genital mutilation can no longer be considered to be only an issue for women.,to for considered be women. issue longer mutilation be can no an Female genital only,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
